ticker,company_name,cik,fiscal_year,filing_type,filing_date,data_source,revenue,gross_profit,operating_income,net_income,cash_and_equivalents,total_assets,total_liabilities,long_term_debt,current_debt,operating_cash_flow,capex,shares_outstanding,depreciation_amortization,interest_expense,total_debt,sector_theme,source_type,data_mode,fundamentals_refresh_timestamp
CHTR,CHTR,1091667,2023,10-K,2024-02-02,sec_companyfacts,54607000000.0,,6854000000.0,5261000000.0,709000000.0,147193000000.0,13214000000.0,95777000000.0,2000000000.0,14433000000.0,11115000000.0,,,,97777000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
CHTR,CHTR,1091667,2024,10-K,2025-01-31,sec_companyfacts,55085000000.0,,7502000000.0,5853000000.0,506000000.0,150020000000.0,13486000000.0,92134000000.0,1799000000.0,14430000000.0,11269000000.0,,,,93933000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
CHTR,CHTR,1091667,2025,10-K,2026-01-30,sec_companyfacts,54774000000.0,,7458000000.0,5766000000.0,598000000.0,154213000000.0,13306000000.0,94006000000.0,750000000.0,16077000000.0,11659000000.0,,,,94756000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
CIEN,CIEN,936395,2022,10-K,2022-12-16,sec_companyfacts,3632661000.0,1560344000.0,182505000.0,152902000.0,994378000.0,5069632000.0,1040583000.0,1061125000.0,6930000.0,-167756000.0,90818000.0,,,47050000.0,1068055000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
CIEN,CIEN,936395,2023,10-K,2023-12-15,sec_companyfacts,4386549000.0,1878851000.0,323653000.0,254827000.0,1010786000.0,5601495000.0,932021000.0,1543406000.0,11700000.0,168332000.0,106197000.0,,,88026000.0,1555106000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
CIEN,CIEN,936395,2024,10-K,2024-12-20,sec_companyfacts,4014955000.0,1719590000.0,119850000.0,83956000.0,935026000.0,5641337000.0,999840000.0,1533074000.0,11700000.0,514532000.0,136641000.0,,,,1544774000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
CIEN,CIEN,936395,2025,10-K,2025-12-12,sec_companyfacts,4769507000.0,2004917000.0,156287000.0,123338000.0,1092197000.0,5864667000.0,1308394000.0,1524158000.0,11580000.0,806093000.0,140801000.0,,,,1535738000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
CMCSA,CMCSA,1166691,2022,10-K,2023-02-03,sec_companyfacts,121427000000.0,,9284000000.0,4925000000.0,4782000000.0,257275000000.0,27887000000.0,,,26413000000.0,10626000000.0,,13821000000.0,3896000000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
CMCSA,CMCSA,1166691,2023,10-K,2024-01-31,sec_companyfacts,121572000000.0,,20478000000.0,15107000000.0,6282000000.0,264811000000.0,40198000000.0,,,28501000000.0,12242000000.0,,14336000000.0,4087000000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
CMCSA,CMCSA,1166691,2024,10-K,2025-01-31,sec_companyfacts,123731000000.0,,18673000000.0,15877000000.0,7377000000.0,266211000000.0,39581000000.0,,,27673000000.0,12181000000.0,,14802000000.0,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
CMCSA,CMCSA,1166691,2025,10-K,2026-02-03,sec_companyfacts,123707000000.0,,25766000000.0,19660000000.0,10559000000.0,272631000000.0,33524000000.0,,,33643000000.0,11750000000.0,,16210000000.0,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
DBRG,DBRG,1679688,2022,10-K,2023-02-27,sec_companyfacts,1144572000.0,,-407826000.0,-569997000.0,1036739000.0,11028503000.0,6458440000.0,,,262582000.0,,,576911000.0,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
DBRG,DBRG,1679688,2023,10-K,2024-02-23,sec_companyfacts,821383000.0,,365629000.0,45165000.0,350250000.0,3562550000.0,1053387000.0,,,233637000.0,,,36651000.0,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
DBRG,DBRG,1679688,2024,10-K,2025-02-21,sec_companyfacts,607028000.0,,168815000.0,147006000.0,306298000.0,3513318000.0,1022128000.0,,,60122000.0,3588000.0,,33706000.0,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
DBRG,DBRG,1679688,2025,10-K,2026-02-26,sec_companyfacts,93959000.0,,-17034000.0,-27069000.0,395490000.0,3419182000.0,968959000.0,,,259329000.0,1350000.0,,29454000.0,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
DLR,"Digital Realty Trust, Inc.",1297996,2022,10-K,2023-02-27,sec_companyfacts,4691834000.0,,589968000.0,380325000.0,150696000.0,41484998000.0,21862854000.0,,,1659388000.0,,,1577933000.0,299132000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
DLR,"Digital Realty Trust, Inc.",1297996,2023,10-K,2024-02-23,sec_companyfacts,5477061000.0,,524461000.0,950312000.0,1636470000.0,44113258000.0,23116937000.0,,,1634780000.0,,,1694859000.0,437741000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
DLR,"Digital Realty Trust, Inc.",1297996,2024,10-K,2025-02-25,sec_companyfacts,5554968000.0,,471864000.0,588327000.0,3876700000.0,45283616000.0,22107836000.0,,,2261477000.0,,,1771797000.0,452836000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
DLR,"Digital Realty Trust, Inc.",1297996,2025,10-K,2026-02-13,sec_companyfacts,6112692000.0,,1345207000.0,1313165000.0,3458290000.0,49410468000.0,24564494000.0,,,2412136000.0,,,1894636000.0,437947000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
EQIX,"Equinix, Inc.",1101239,2022,10-K,2023-02-17,sec_companyfacts,7263105000.0,,829369000.0,704577000.0,1908248000.0,30310742000.0,1838298000.0,,,2963182000.0,2278004000.0,,1736208000.0,356337000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
EQIX,"Equinix, Inc.",1101239,2023,10-K,2024-02-16,sec_companyfacts,8188136000.0,,1124230000.0,968980000.0,2096309000.0,32650724000.0,3162250000.0,,,3216595000.0,2781018000.0,,1845138000.0,402022000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
EQIX,"Equinix, Inc.",1101239,2024,10-K,2025-02-12,sec_companyfacts,8748000000.0,,975000000.0,814000000.0,3082000000.0,35085000000.0,3349000000.0,,1199000000.0,3249000000.0,3066000000.0,,2009000000.0,,1199000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
EQIX,"Equinix, Inc.",1101239,2025,10-K,2026-02-11,sec_companyfacts,9217000000.0,,1508000000.0,1348000000.0,1824000000.0,40141000000.0,3893000000.0,,1299000000.0,3911000000.0,4311000000.0,,2050000000.0,,1299000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
FFIV,FFIV,1048695,2022,10-K,2022-11-15,sec_companyfacts,2695845000.0,2156218000.0,385393000.0,322160000.0,762207000.0,5276194000.0,1839951000.0,0.0,349772000.0,442631000.0,33624000.0,,115609000.0,,349772000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
FFIV,FFIV,1048695,2023,10-K,2023-11-14,sec_companyfacts,2813169000.0,2219861000.0,485988000.0,394948000.0,800835000.0,5248333000.0,1472781000.0,,0.0,653409000.0,54184000.0,,112702000.0,,0.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
FFIV,FFIV,1048695,2024,10-K,2024-11-18,sec_companyfacts,2816120000.0,2258473000.0,695465000.0,566778000.0,1078340000.0,5613004000.0,1489653000.0,,,792419000.0,30412000.0,,106991000.0,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
FFIV,FFIV,1048695,2025,10-K,2025-11-25,sec_companyfacts,3088072000.0,2514094000.0,808336000.0,692380000.0,1346368000.0,6319492000.0,1612581000.0,,,949666000.0,43260000.0,,92399000.0,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
GLW,GLW,24741,2022,10-K,2023-02-13,sec_companyfacts,14189000000.0,4506000000.0,1797000000.0,1386000000.0,1671000000.0,29499000000.0,5175000000.0,,,2615000000.0,,,,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
GLW,GLW,24741,2023,10-K,2024-02-12,sec_companyfacts,12588000000.0,3931000000.0,816000000.0,648000000.0,1779000000.0,28500000000.0,4319000000.0,,,2005000000.0,,,,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
GLW,GLW,24741,2024,10-K,2025-02-13,sec_companyfacts,13118000000.0,4276000000.0,813000000.0,592000000.0,1768000000.0,27735000000.0,4919000000.0,,,1939000000.0,,,,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
GLW,GLW,24741,2025,10-K,2026-02-12,sec_companyfacts,15629000000.0,5621000000.0,2052000000.0,1742000000.0,1566000000.0,30976000000.0,5628000000.0,,,2695000000.0,,,,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
GTN,GTN,43196,2022,10-K,2023-02-24,sec_companyfacts,3676000000.0,,614000000.0,455000000.0,61000000.0,11152000000.0,409000000.0,6440000000.0,15000000.0,829000000.0,436000000.0,,336000000.0,,6455000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
GTN,GTN,43196,2023,10-K,2024-02-23,sec_companyfacts,3281000000.0,,-82000000.0,-76000000.0,21000000.0,10640000000.0,395000000.0,6145000000.0,15000000.0,648000000.0,348000000.0,,339000000.0,,6160000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
GTN,GTN,43196,2024,10-K,2025-02-27,sec_companyfacts,3644000000.0,,492000000.0,375000000.0,135000000.0,10542000000.0,527000000.0,5601000000.0,20000000.0,751000000.0,143000000.0,,269000000.0,,5621000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
GTN,GTN,43196,2025,10-K,2026-02-26,sec_companyfacts,3095000000.0,,-113000000.0,-85000000.0,368000000.0,10440000000.0,516000000.0,5742000000.0,2000000.0,289000000.0,108000000.0,,237000000.0,,5744000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
IIPR,IIPR,1677576,2022,10-K,2023-02-28,sec_companyfacts,276359000.0,,169617000.0,154386000.0,88572000.0,2414836000.0,452943000.0,,,234130000.0,,,61303000.0,18301000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
IIPR,IIPR,1677576,2023,10-K,2024-02-27,sec_companyfacts,309506000.0,,174587000.0,165588000.0,141699000.0,2391090000.0,438118000.0,,,255543000.0,,,67194000.0,17467000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
IIPR,IIPR,1677576,2024,10-K,2025-02-21,sec_companyfacts,308517000.0,,168345000.0,161661000.0,146245000.0,2378047000.0,441987000.0,,,258446000.0,,,70807000.0,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
IIPR,IIPR,1677576,2025,10-K,2026-02-24,sec_companyfacts,265955000.0,,124122000.0,118247000.0,47597000.0,2370858000.0,522854000.0,,,198189000.0,,,74068000.0,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
IRM,Iron Mountain Incorporated,1020569,2022,10-K,2023-02-23,sec_companyfacts,5103574000.0,,631638000.0,562149000.0,141797000.0,16140514000.0,1917564000.0,10481449000.0,87546000.0,927695000.0,1757609000.0,,727595000.0,,10568995000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
IRM,Iron Mountain Incorporated,1020569,2023,10-K,2024-02-22,sec_companyfacts,5480289000.0,,227206000.0,187263000.0,222789000.0,17473802000.0,2236188000.0,11812500000.0,120670000.0,1113567000.0,1482070000.0,,776159000.0,,11933170000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
IRM,Iron Mountain Incorporated,1020569,2024,10-K,2025-02-14,sec_companyfacts,6149909000.0,,244538000.0,183666000.0,155716000.0,18717115000.0,3087275000.0,13003977000.0,715109000.0,1196708000.0,1791564000.0,,900905000.0,,13719086000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
IRM,Iron Mountain Incorporated,1020569,2025,10-K,2026-02-12,sec_companyfacts,6901737000.0,,211188000.0,152254000.0,158535000.0,21125019000.0,2619496000.0,16215885000.0,216074000.0,1339999000.0,2271628000.0,,1024435000.0,,16431959000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
LBRDK,LBRDK,1611983,2022,10-K,2023-02-17,sec_companyfacts,975000000.0,,1534000000.0,1257000000.0,400000000.0,15142000000.0,1675000000.0,2425000000.0,1376000000.0,-56000000.0,181000000.0,,262000000.0,133000000.0,3801000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
LBRDK,LBRDK,1611983,2023,10-K,2024-02-16,sec_companyfacts,981000000.0,,888000000.0,688000000.0,176000000.0,15641000000.0,178000000.0,3733000000.0,3000000.0,16000000.0,222000000.0,,230000000.0,206000000.0,3736000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
LBRDK,LBRDK,1611983,2024,10-K,2025-02-27,sec_companyfacts,1016000000.0,,1082000000.0,869000000.0,229000000.0,16687000000.0,200000000.0,3753000000.0,3000000.0,104000000.0,247000000.0,,207000000.0,,3756000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
LBRDK,LBRDK,1611983,2025,10-K,2026-02-05,sec_companyfacts,,,-3254000000.0,-2676000000.0,95000000.0,8830000000.0,987000000.0,790000000.0,956000000.0,,,,,,1746000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
LUMN,"Lumen Technologies, Inc.",18926,2022,10-K,2023-02-23,sec_companyfacts,16108000000.0,,-991000000.0,-1548000000.0,1307000000.0,45581000000.0,4803000000.0,,,4735000000.0,3016000000.0,,3239000000.0,1332000000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
LUMN,"Lumen Technologies, Inc.",18926,2023,10-K,2024-02-22,sec_companyfacts,13521000000.0,,-10237000000.0,-10298000000.0,2234000000.0,34018000000.0,3534000000.0,,,2160000000.0,3100000000.0,,2985000000.0,1158000000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
LUMN,"Lumen Technologies, Inc.",18926,2024,10-K,2025-02-20,sec_companyfacts,12129000000.0,,-230000000.0,-55000000.0,1889000000.0,33496000000.0,3639000000.0,,,4333000000.0,3231000000.0,,2956000000.0,1372000000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
LUMN,"Lumen Technologies, Inc.",18926,2025,10-K,2026-02-20,sec_companyfacts,11331000000.0,,-2716000000.0,-1739000000.0,1014000000.0,34342000000.0,4390000000.0,,,4738000000.0,4367000000.0,,2749000000.0,1284000000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
SBAC,SBA Communications Corporation,1034054,2022,10-K,2023-03-01,sec_companyfacts,296879000.0,1964804000.0,525843000.0,459799000.0,189283000.0,10585041000.0,696764000.0,12844162000.0,24000000.0,1285700000.0,1394395000.0,,,,12868162000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
SBAC,SBA Communications Corporation,1034054,2023,10-K,2024-02-28,sec_companyfacts,194649000.0,2098962000.0,548503000.0,497415000.0,250946000.0,10178441000.0,1363259000.0,11681170000.0,643145000.0,1544393000.0,368613000.0,,,,12324315000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
SBAC,SBA Communications Corporation,1034054,2024,10-K,2025-02-26,sec_companyfacts,152869000.0,2097907000.0,772666000.0,748677000.0,1400657000.0,11417336000.0,1797936000.0,12403825000.0,1187913000.0,1334866000.0,528296000.0,,,,13591738000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
SBAC,SBA Communications Corporation,1034054,2025,10-K,2026-02-27,sec_companyfacts,244498000.0,2124167000.0,1242038000.0,1054456000.0,437021000.0,11575012000.0,2678301000.0,10964466000.0,1935802000.0,1291328000.0,1290133000.0,,,,12900268000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
T,AT&T Inc.,732717,2022,10-K,2023-02-13,sec_companyfacts,31343000000.0,,-3094000000.0,-7055000000.0,3793000000.0,402853000000.0,56173000000.0,,,,19626000000.0,,18021000000.0,6108000000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
T,AT&T Inc.,732717,2023,10-K,2024-02-23,sec_companyfacts,32022000000.0,,19848000000.0,15623000000.0,6833000000.0,407060000000.0,51127000000.0,,,,17853000000.0,,18777000000.0,6704000000.0,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
T,AT&T Inc.,732717,2024,10-K,2025-02-12,sec_companyfacts,122336000000.0,,16698000000.0,12253000000.0,3406000000.0,394795000000.0,46872000000.0,,,,20263000000.0,,20580000000.0,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
T,AT&T Inc.,732717,2025,10-K,2026-02-09,sec_companyfacts,125648000000.0,,27007000000.0,23386000000.0,18527000000.0,420198000000.0,53780000000.0,,,40284000000.0,20842000000.0,,20886000000.0,,,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
TMUS,"T-Mobile US, Inc.",1283699,2022,10-K,2023-02-14,sec_companyfacts,79571000000.0,,3146000000.0,2590000000.0,4674000000.0,211338000000.0,24742000000.0,65301000000.0,5164000000.0,16781000000.0,13970000000.0,,13651000000.0,,70465000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
TMUS,"T-Mobile US, Inc.",1283699,2023,10-K,2024-02-02,sec_companyfacts,78558000000.0,,10999000000.0,8317000000.0,5307000000.0,207682000000.0,20928000000.0,71399000000.0,3619000000.0,18559000000.0,9801000000.0,,12818000000.0,,75018000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
TMUS,"T-Mobile US, Inc.",1283699,2024,10-K,2025-01-31,sec_companyfacts,81400000000.0,,14712000000.0,11339000000.0,5713000000.0,208035000000.0,20174000000.0,74197000000.0,4068000000.0,22293000000.0,8840000000.0,,12919000000.0,,78265000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
TMUS,"T-Mobile US, Inc.",1283699,2025,10-K,2026-02-11,sec_companyfacts,88309000000.0,,14281000000.0,10992000000.0,5976000000.0,219237000000.0,24500000000.0,81147000000.0,5135000000.0,27950000000.0,9955000000.0,,13508000000.0,,86282000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
UNIT,Uniti Group Inc.,2020795,2025,10-K,2026-03-02,sec_companyfacts,2234500000.0,,262000000.0,1304700000.0,134100000.0,12036700000.0,1123900000.0,9529400000.0,10000000.0,350200000.0,,,666600000.0,,9539400000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
VZ,Verizon Communications Inc.,732712,2022,10-K,2023-02-10,sec_companyfacts,136835000000.0,,28271000000.0,21748000000.0,4111000000.0,379680000000.0,50171000000.0,,9963000000.0,37141000000.0,,,17099000000.0,3613000000.0,9963000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
VZ,Verizon Communications Inc.,732712,2023,10-K,2024-02-09,sec_companyfacts,133974000000.0,,16987000000.0,12095000000.0,3497000000.0,380255000000.0,53223000000.0,,12973000000.0,37475000000.0,,,17624000000.0,5524000000.0,12973000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
VZ,Verizon Communications Inc.,732712,2024,10-K,2025-02-12,sec_companyfacts,134788000000.0,,22979000000.0,17949000000.0,4635000000.0,384711000000.0,64771000000.0,,22633000000.0,36912000000.0,,,17892000000.0,,22633000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
VZ,Verizon Communications Inc.,732712,2025,10-K,2026-02-17,sec_companyfacts,138191000000.0,,22672000000.0,17608000000.0,19499000000.0,404258000000.0,62370000000.0,,18618000000.0,37137000000.0,,,18349000000.0,,18618000000.0,Digital Infrastructure / Telecom Infrastructure,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
AES,The AES Corporation,874761,2022,10-K,2023-03-01,sec_companyfacts,3060000000.0,563000000.0,96000000.0,-505000000.0,2087000000.0,38363000000.0,6491000000.0,,,2715000000.0,4551000000.0,,1053000000.0,1117000000.0,,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
AES,The AES Corporation,874761,2023,10-K,2024-02-26,sec_companyfacts,12668000000.0,2504000000.0,,-182000000.0,1990000000.0,44799000000.0,9731000000.0,,,3034000000.0,7724000000.0,,1128000000.0,1319000000.0,,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
AES,The AES Corporation,874761,2024,10-K,2025-03-11,sec_companyfacts,12278000000.0,2314000000.0,,802000000.0,2039000000.0,47406000000.0,8571000000.0,,,2752000000.0,7392000000.0,,1264000000.0,1485000000.0,,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
AES,The AES Corporation,874761,2025,10-K,2026-03-02,sec_companyfacts,12233000000.0,2211000000.0,,162000000.0,2162000000.0,51768000000.0,8492000000.0,,,4306000000.0,5929000000.0,,1457000000.0,1407000000.0,,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
ALB,Albemarle Corporation,915913,2021,10-K,2023-02-15,sec_companyfacts,7320104000.0,3074587000.0,2470061000.0,2815131000.0,1499142000.0,15456522000.0,2741015000.0,3214972000.0,2128000.0,1907849000.0,1261646000.0,,300841000.0,,3217100000.0,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
ALB,Albemarle Corporation,915913,2023,10-K,2024-02-15,sec_companyfacts,9617203000.0,1185909000.0,251881000.0,1670543000.0,889900000.0,18270652000.0,3560462000.0,3541002000.0,625761000.0,1325321000.0,2149281000.0,,429944000.0,,4166763000.0,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
ALB,Albemarle Corporation,915913,2024,10-K,2025-02-12,sec_companyfacts,5377526000.0,62539000.0,-1776545000.0,-1135477000.0,1192230000.0,16609649000.0,1966464000.0,3118142000.0,398023000.0,702068000.0,1685790000.0,,588638000.0,,3516165000.0,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
ALB,Albemarle Corporation,915913,2025,10-K,2026-02-11,sec_companyfacts,5142733000.0,668719000.0,-367084000.0,-465210000.0,1618001000.0,16374211000.0,1798044000.0,3119464000.0,74077000.0,1282267000.0,589801000.0,,658678000.0,,3193541000.0,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
AMRC,AMRC,1488139,2021,10-K,2022-03-01,sec_companyfacts,1215697000.0,230357000.0,95434000.0,80191000.0,87054000.0,2224821000.0,474224000.0,,78934000.0,-172296000.0,4896000.0,,44756000.0,14548000.0,78934000.0,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
AMRC,AMRC,1488139,2022,10-K,2023-02-28,sec_companyfacts,1824422000.0,290833000.0,132992000.0,98549000.0,149888000.0,2876821000.0,812068000.0,,331479000.0,-338288000.0,5296000.0,,52432000.0,17775000.0,331479000.0,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
AMRC,AMRC,1488139,2023,10-K,2024-02-29,sec_companyfacts,1374633000.0,246429000.0,38269000.0,63904000.0,153676000.0,3713776000.0,901471000.0,,322247000.0,-69991000.0,5713000.0,,64129000.0,26922000.0,322247000.0,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
AMRC,AMRC,1488139,2024,10-K,2025-02-28,sec_companyfacts,1769928000.0,256091000.0,33940000.0,53940000.0,198378000.0,4158508000.0,889008000.0,,149363000.0,117598000.0,4291000.0,,89211000.0,,149363000.0,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
ARRY,ARRY,1820721,2022,10-K,2023-03-22,sec_companyfacts,1637546000.0,227276000.0,-4952000.0,4432000.0,133901000.0,1706052000.0,465262000.0,720352000.0,38691000.0,141493000.0,10619000.0,,99139000.0,33513000.0,759043000.0,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
ARRY,ARRY,1820721,2023,10-K,2024-02-28,sec_companyfacts,1576551000.0,415551000.0,177157000.0,137240000.0,249080000.0,1706741000.0,335691000.0,660948000.0,21472000.0,231955000.0,16989000.0,,38928000.0,44229000.0,682420000.0,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
ARRY,ARRY,1820721,2024,10-K,2025-03-03,sec_companyfacts,915807000.0,297677000.0,-250576000.0,-240394000.0,364141000.0,1425999000.0,437814000.0,646570000.0,30714000.0,153980000.0,7305000.0,,36086000.0,,677284000.0,Energy Transition,live_sec_companyfacts,live_api,2026-05-28T16:37:49+00:00
